"ID","title","gpl","status","submission_date","last_update_date","technology","distribution","organism","manufacturer","manufacture_protocol","coating","catalog_number","support","description","web_link","contact","data_row_count","supplementary_file","bioc_package"
832,"[Zebrafish] Affymetrix Zebrafish Genome Array","GPL1319","Public on Jul 01 2004","2004-07-01","2009-06-03","in situ oligonucleotide","commercial","Danio rerio","Affymetrix","see manufacturer's web site.",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	The Affymetrix GeneChip Zebrafish Genome Array can be used to study gene expression of over 14,900 Danio rerio transcripts. Sequence information for this array was selected from the following public data sources: RefSeq (July 2003), GenBank (release 136.0, June 2003), dbEST (July 2003), and UniGene (Build 54, June 2003). Probe sets on the array were designed with 16 oligonucleotide pairs to detect each transcript.;	;	This array was designed in collaboration with representative members of the Zebrafish community and the National Institutes of Health.;	;	Note: The DsRed probe set is provided with permission from BD Biosciences, and BD Biosciences grants users a limited license to utilize this probe set only on the Affymetrix array. Other uses of the probe set, or other DsRed sequence or sequences requires a license from BD Biosciences.;	;	Annotations derived from Affymetrix CSV file dated 6/23/2004","http://www.affymetrix.com/support/technical/byproduct.affx?product=zebrafish;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",15617,NA,"zebrafish"
835,"[Drosophila_2] Affymetrix Drosophila Genome 2.0 Array","GPL1322","Public on Jul 01 2004","2004-07-01","2013-05-29","in situ oligonucleotide","commercial","Drosophila melanogaster","Affymetrix","see manufacturer's web site;	;	The GeneChip Drosophila Genome 2.0 Array is a microarray tool for studying expression of Drosophila melanogaster transcripts:;	- Provides comprehensive coverage of the transcribed Drosophila genome on a single array;	- Comprised of 18,880 probe sets, analyzing over 18,500 transcripts;	;	Sequences used in the design of the GeneChip Drosophila Genome 2.0 Array were selected from Flybase version 3.1.;	Oligonucleotide probes complementary to each corresponding sequence are synthesized in situ on the arrays. Fourteen pairs of oligonucleotide probes are used to measure the level of transcription of each sequence.;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 08, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=fly-20;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",18952,NA,"drosophila2"
855,"[U133_X3P] Affymetrix Human X3P Array","GPL1352","Public on Jul 20 2004","2004-07-19","2009-06-03","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	The GeneChip X3P Array was designed specifically for whole-genome expression profiling of formalin-fixed, paraffin-embedded (FFPE) samples, and is now available via the GeneChip Made-to-Order program.;	;	Resulting from a collaboration between Affymetrix and Arcturus, this array is optimized as part of a system solution together with the Paradise Reagent System from Arcturus for expression analysis of FFPE samples.;	;	FFPE samples introduce unique challenges for microarray analysis, including potential fragmentation and chemical modification of RNA molecules. In order to overcome these challenges, the Paradise Reagent System was developed to provide RNA isolation and amplification reagents optimized for FFPE samples. In addition, the X3P Array is designed to focus on interrogating sequences located closer to the 3' end of the transcripts compared with standard GeneChip arrays. Together, the reagents and array accommodate the characteristics of the FFPE RNA samples, enabling genome-wide profiling.;	;	The target sequences on the X3P Arrays are identical to those used for designing the Human Genome U133 Plus 2.0 Array, for a total of 47,000 transcripts with 61,000 probe sets, although the probes on the two types of arrays are significantly different.;	;	As a result of the modification to the probe selection criteria, the majority of the probe sets on the X3P arrays are selected from the 300 bases at the most 3' end of the transcripts. This is different from the standard Affymetrix design strategy which selects probe sets within the region of 600 bases proximal to the 3' ends.;	;	To select probes for the 47,000 transcripts, it was not possible to identify high-performance probe sets within the shorter 300 base probe selection region for approximately 4,000 transcripts. For these transcripts, two sets of probes are represented on the arrays: 1) the original probe sets from the standard HG-U133 Plus design are replicated on the X3P arrays, and 2) the new, more 3' probe sets are also included although they fell below the minimum probe score selection threshold.;	;	In addition, fewer than 200 transcripts from the HG-U133 Plus design are only represented by the HG-U133 Plus probe sets, where no probe sets within the smaller (300 bps) probe selection region could be found.;	;	Annotations derived from Affymetrix CSV file dated 6/23/2004","http://www.affymetrix.com/support/technical/byproduct.affx?product=x3p;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",61359,NA,"u133x3p"
857,"[Rat230_2] Affymetrix Rat Genome 230 2.0 Array","GPL1355","Public on Jul 20 2004","2004-07-20","2012-11-06","in situ oligonucleotide","commercial","Rattus norvegicus","Affymetrix","see manufacturer's web site;	;	The GeneChip Rat Genome 230 2.0 Array is a powerful tool for toxicology, neurobiology, and other applications using rat as a model organism.;	;	- Provides comprehensive coverage of the transcribed rat genome on a single array;	- Comprised of more than 31,000 probe sets, analyzing over 30,000 transcripts and variants from over 28,000 well-substantiated rat genes;	- The publicly available draft of the rat genome and leading public rat databases were used to refine sequences and provide a higher quality of data output;	;	All probe sets represented on the GeneChip Rat Expression Set 230 are included on the GeneChip Rat Genome 230 2.0 Array. Sequences used in the design of the GeneChip Rat Genome 230 2.0 Array were selected from GenBank, dbEST, and RefSeq. The sequence clusters were created from the UniGene database (Build 99, June 2002) and then refined by analysis and comparison with the publicly available draft assembly of the rat genome from the Baylor College of Medicine Human Genome Sequencing Center (June 2002).;	;	The GeneChip Rat Genome 230 2.0 Array includes representation of the RefSeq database sequences and probe sets related to sequences and refined EST clusters previously represented on the GeneChip Rat Genome U34 Set.;	;	Oligonucleotide probes complementary to each corresponding sequence are synthesized in situ on the arrays. Eleven pairs of oligonucleotide probes are used to measure the level of transcription of each sequence represented on the GeneChip Rat Genome 230 2.0 Array.;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 07, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=rat230-20;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",31099,NA,"rat2302"
1120,"Agilent-012391 Whole Human Genome Oligo Microarray G4112A (Feature Number version)","GPL1708","Public on Nov 17 2004","2004-11-17","2012-12-06","in situ oligonucleotide","custom-commercial","Homo sapiens","Agilent Technologies","see manufacturer's web site at http://www.agilent.com/",NA,"G4112A",NA,"This single 44K formatted microarray represents a compiled view of the human genome as it is understood today. The sequence information used to design this product was derived from a broad survey of well known sources such as RefSeq, Goldenpath, Ensembl, Unigene and others. The resulting view of the human genome covers 41K unique genes and transcripts which have been verified and optimized by alignment to the human genome assembly and by Agilent's Empirical Validation process.;	;	Arrays of this design have barcodes that begin with 16012391 or 2512391.;	;	Orientation:;	Features are numbered numbered Left-to-Right, Top-to-Bottom as scanned by an Agilent scanner (barcode on the left, DNA on the back surface, scanned through the glass), matching the FeatureNum output from Agilent's Feature Extraction software.;	;	The ID column represents the Agilent Feature Extraction feature number.;	;	Rows and columns are numbered as scanned by an Axon Scanner (barcode on the bottom, DNA on the front surface).;	;	To match data scanned on an Axon scanner, use the RefNumber column contained in the Agilent-provided GAL file as the ID_REF column in sample submissions.;	;	*** A different version of this platform with the Agilent Probe names in the ID column is assigned accession number GPL6848.",NA,"Name:   Agilent Technologies;	Email: cag_sales-na@agilent.com;	Phone: 877-424-4536;	Department:  ;	Institute: Agilent Technologies;	Address:  ;	City: Palo Alto;	State: CA;	Zip/postal_code: 94304;	Country: USA;	Web_link: www.agilent.com",44290,"ftp://ftp.ncbi.nlm.nih.gov/geo/platforms/GPL1nnn/GPL1708/suppl/GPL1708_old_annotations.txt.gz","hgug4112a"
1447,"[Bovine] Affymetrix Bovine Genome Array","GPL2112","Public on May 24 2005","2005-05-23","2012-12-17","in situ oligonucleotide","commercial","Bos taurus","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	The GeneChip Bovine Genome Array can be used to study gene expression of over 23,000 bovine transcripts. The array is an ideal tool for researchers studying gene expression profiles in cattle. With the broadest representation of publicly available expressed sequence information, bovine researchers will be able to use this array to monitor genetic mechanisms regulating a variety of preferred traits, such as:;	;	- Disease resistance;	- Meat and dairy production;	- Stress tolerance;	;	The Bovine Genome Array was designed in close collaboration with the Bovine Research Community as part of the Affymetrix GeneChip Consortia Program.;	;	Annotations derived from Affymetrix CSV file dated 4/01/2005;	","http://www.affymetrix.com/support/technical/byproduct.affx?product=bovine;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",24128,NA,"bovine"
1480,"[Yeast_2] Affymetrix Yeast Genome 2.0 Array","GPL2529","Public on Jun 13 2005","2005-06-09","2012-02-23","in situ oligonucleotide","commercial","Schizosaccharomyces pombe;	Saccharomyces cerevisiae","Affymetrix","The sequence information for this array was selected from public data sources GenBank<U+00AE> (May 2004) and Sanger Center (June 2004) for the S. cerevisiae and S. pombe genomes, respectively. Probe sets on the array include 11 oligonucleotide pairs to detect each transcript.",NA,"900553","silicon","Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	The GeneChip<U+00AE> Yeast Genome 2.0 Array contains probe sets to detect transcripts from both Saccharomyces cerevisiae and Schizosaccharomyces pombe, which are the two most commonly studied species of yeast. Providing comprehensive coverage of both species, the GeneChip Yeast Genome 2.0 Array includes approximately 5,744 probe sets for 5,841 of the 5,845 genes present in S. cerevisiae and 5,021 probe sets for all 5,031 genes present in S. pombe","http://www.affymetrix.com/support/technical/byproduct.affx?product=yeast-20;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",10928,NA,"yeast2"
1766,"GE Healthcare/Amersham Biosciences CodeLink<U+2122>   UniSet Human 20K I Bioarray","GPL2891","Public on Sep 29 2005","2005-09-26","2006-04-19","spotted oligonucleotide","commercial","Homo sapiens","GE Healthcare","http://www4.amershambiosciences.com/aptrix/upp01077.nsf/Content/codelink_user_protocols","other","300019","glass","CodeLink UniSet Human Bioarray content was based on the public UniGene and RefSeq databases, and sequences for design were derived from Incyte LifeSeq<U+2122> Gold and Foundation databases. Well-annotated mRNA or coding sequences were chosen to ensure usefulness for a large range of applications in basic research, biotechnology, and drug development. Each sequence was carefully screened to ensure high quality, specific probe design, and to reduce redundancy of gene targets. Every probe was functionally validated against multiple tissues to ensure best representation of the gene so that the results will be biologically relevant. Every bioarray is also functionally validated during production to further ensure quality performance.;	;	CodeLink users can submit data to GEO by exporting tab-delimited text files from the CodeLink software. The ""Feature_id"" header will need to be renamed to ""ID_REF"", and the ""Normalized_intensity"" header to ""VALUE"" before uploading the exported tables.;	;	In addition, users are encouraged to include additional raw data columns in their data uploads. These additional columns do not need to be renamed.;	","http://www4.amershambiosciences.com/aptrix/upp01077.nsf/Content/codelink_human_bioarrays#20K","Name: Randall Lockner;	Email: randall.lockner@ge.com;	Phone: 480-722-2311;	Fax: 480-722-2334;	Department: Bioinformatics;	Institute: GE Healthcare Life Sciences;	Address: 7700 S River Parkway;	City: Tempe;	State: AZ;	Zip/postal_code: 85284;	Country: USA;	Web_link: www.codelinkbioarrays.com",23572,NA,"h20kcod"
1773,"GE Healthcare/Amersham Biosciences CodeLink<U+2122>   ADME Rat 16-Assay Bioarray","GPL2898","Public on Sep 29 2005","2005-09-26","2006-04-21","spotted oligonucleotide","commercial","Rattus norvegicus","GE Healthcare","http://www4.amershambiosciences.com/aptrix/upp01077.nsf/Content/codelink_user_protocols","other","300027","glass","CodeLink ADME Rat 16-Assay Bioarrays are designed to deliver biologically relevant results for ADME and toxicology studies. Each bioarray contains 16 arrays<U+2014>each with ~1280 single stranded oligonucleotide probes derived from publicly available, well annotated mRNA sequences found in the Rat UniGene set of unique clusters. Each sequence was carefully screened to reduce gene redundancy and design high-quality, specific probes. Every probe is functionally validated to ensure reliable performance for ADME and toxicological applications.;	;	CodeLink ADME Rat 16-Assay Bioarray utilizes the multiassay bioarray format and is currently available as a catalog item.;	;	CodeLink users can submit data to GEO by exporting tab-delimited text files from the CodeLink software. The ""Feature_id"" header will need to be renamed to ""ID_REF"", and the ""Normalized_intensity"" header to ""VALUE"" before uploading the exported tables.;	;	In addition, users are encouraged to include additional raw data columns in their data uploads. These additional columns do not need to be renamed.;	","http://www4.amershambiosciences.com/aptrix/upp01077.nsf/Content/codelink_adme_rat_bioarray","Name: Randall Lockner;	Email: randall.lockner@ge.com;	Phone: 480-722-2311;	Fax: 480-722-2334;	Department: Bioinformatics;	Institute: GE Healthcare Life Sciences;	Address: 7700 S River Parkway;	City: Tempe;	State: AZ;	Zip/postal_code: 85284;	Country: USA;	Web_link: www.codelinkbioarrays.com",1280,NA,"adme16cod"
1968,"[E_coli_2] Affymetrix E. coli Genome 2.0 Array","GPL3154","Public on Nov 23 2005","2005-11-23","2009-06-03","in situ oligonucleotide","commercial","Escherichia coli","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	The GeneChip<U+00AE> E. coli Genome 2.0 Array contains probe sets to detect transcripts from the K12 strain of E. coli and three pathogenic strains of E. coli. Using the new E. coli Genome 2.0 Array, researchers can gain a comprehensive view of three pathogenic forms of E. coli while continuing ongoing research projects with the K12 strain.;	;	The GeneChip E. coli Genome 2.0 Array includes approximately 10,000 probe sets for all 20,366 genes present in four strains of E. coli. Due to the high degree of similarity between the E. coli strains, whenever possible, a single probe set is tiled to represent the equivalent ortholog in all four strains. The GeneChip E. coli Genome 2.0 Array tiles probe sets over the entire open reading frame (ORF) of E. coli, includes over 700 intergenic regions, probes for various antibiotic resistance markers, and incorporates additional control and reporter genes from the previous generation E. coli array.","http://www.affymetrix.com/support/technical/byproduct.affx?product=ecoli-20;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",10208,NA,"ecoli2"
1975,"[Chicken] Affymetrix Chicken Genome Array","GPL3213","Public on Dec 01 2005","2005-11-30","2009-06-03","in situ oligonucleotide","commercial","Gallus gallus","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	Sequence information for the GeneChip Chicken Genome Array can be used to study gene expression of 33,457 chicken and viral transcripts. Species covered include Gallus gallus (chicken) and 17 avian viruses. Sequence information for this array includes public content from GenBank<U+00AE>, UniGene (Build 18; 15 May 2004), and Ensembl (version 1, released May 2004). Probe sets on the array were designed with 11 oligonucleotide pairs to detect each transcript.","http://www.affymetrix.com/support/technical/byproduct.affx?product=chicken;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",38535,NA,"chicken"
2225,"[Porcine] Affymetrix Porcine Genome Array","GPL3533","Public on Mar 09 2006","2006-03-09","2013-05-03","in situ oligonucleotide","commercial","Sus scrofa","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	The GeneChip Porcine Genome Array provides comprehensive coverage of the Sus scrofa transcriptome. The array contains 23,937 probe sets that interrogate approximately 23,256 transcripts from 20,201 S. scrofa genes.;	;	The sequence information for this array was selected from public data sources including UniGene Build 28 (August 2004), GenBank<U+00AE> mRNAs up to August 24, 2004, and GenBank porcine mitochondrial and rRNA sequences. Probe sets consist of up to eleven probe pairs. The array format consists of eleven micron features synthesized on the 100 format.;	;	Keywords = high density oligonucleotide array","http://www.affymetrix.com/support/technical/byproduct.affx?product=porcine;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",24123,NA,"porcine"
2348,"[Canine_2] Affymetrix Canine Genome 2.0 Array","GPL3738","Public on May 09 2006","2006-05-09","2011-12-12","in situ oligonucleotide","commercial","Canis lupus familiaris","Affymetrix","see manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	The GeneChip<U+00AE> Canine Genome 2.0 Array enables researchers to simultaneously interrogate 18,000 C. familiaris mRNA/EST-based transcripts and over 20,000 non-redundant predicted genes.;	;	Sequence information for this array includes content from Canis familiaris UniGene Build #11 (April, 2005), GenBank<U+00AE> mRNAs up to April 15, 2005, as well as the BROADD1 gene predictions from the boxer dog genome, downloaded from EBI on May 9, 2005.;	","http://www.affymetrix.com/support/technical/byproduct.affx?product=canine-20;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",43035,NA,"canine2"
2485,"[HT_HG-U133A] Affymetrix HT Human Genome U133A Array","GPL3921","Public on Jun 26 2006","2006-06-26","2013-05-03","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","see manufacturer's web site",NA,"520276",NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	The GeneChip<U+00AE> HT Human Genome U133 Array Plate Set enables researchers to perform large-scale studies by analyzing whole-genome expression for up to 96 samples at a time. The set comprises a U133A and U133B plate, measuring expression levels for more than 33,000 well-characterized genes and UniGene clusters.;	;	Keywords = high density oligonucleotide array","http://www.affymetrix.com/products_services/arrays/specific/ht_hgu_133_ap.affx;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",22277,NA,"hthgu133a"
2537,"[Canine] Affymetrix Canine Genome 1.0 Array","GPL3979","Public on Jul 12 2006","2006-07-06","2010-06-25","in situ oligonucleotide","commercial","Canis lupus familiaris","Affymetrix","Probe sets for over 21,700 transcripts provide comprehensive coverage of the Canis familiaris genome. Sequence information for the GeneChip Canine Genome Array includes public content from GenBank<U+00AE> (release 137.0, August 2003), dbEST (October 2003), and proprietary beagle sequence content licensed from LION bioscience AG. LION bioscience sequence information was derived from sequences in cDNA libraries for the following eleven tissues: testis, ovary, brain, embryo, liver, spleen, kidney, muscle, aorta, uterus, and jejunum.",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	Array has been discontinued by Affymetrix","http://www.affymetrix.com/support/technical/byproduct.affx?product=canine;	http://www.affymetrix.com/analysis/index.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",23913,NA,"canine"
2727,"CodeLink UniSet Human I Bioarray","GPL4191","Public on Aug 23 2006","2006-08-21","2007-09-04","spotted oligonucleotide","custom-commercial","Homo sapiens","GE Healthcare","http://www4.amershambiosciences.com/aptrix/upp01077.nsf/Content/codelink_user_protocols","other","300007","glass","~10 000 human genes (unique accession numbers)- one specific, prescreened 30-mer probe per gene,;	;	",NA,"Name: Mandal.,K.,Singh;	Email: mandal.singh@chp.edu;	Phone: 412-692-8402;	Fax: 412-692-6918;	Department: Transplant;	Institute: Childrens Hospital of Pittsburgh;	Address: 3460 Fifth Ave;	City: Pittsburgh;	State: PA;	Zip/postal_code: 15206;	Country: USA",10458,NA,"h10kcod"
3556,"[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [probe set (exon) version]","GPL5188","Public on May 21 2007","2007-05-21","2013-05-07","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","See manufacturer's web site",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	#%create_date=Wed Mar 11 17:51:22 2009 PDT;	#%chip_type=HuEx-1_0-st-v2;	#%lib_set_name=HuEx-1_0-st;	#%lib_set_version=v2;	#%genome-species=Homo sapiens;	#%genome-version=hg18;	#%genome-version-ucsc=hg18;	#%genome-version-ncbi=36;	#%genome-version-create_date=2006-03;	#%netaffx-annotation-date=2009-03-16;	#%netaffx-annotation-netaffx-build=28","http://www.affymetrix.com/support/technical/byproduct.affx?product=huexon-st;	http://www.affymetrix.com/support/technical/libraryfilesmain.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",1432155,NA,"huex10sttranscriptcluster"
4005,"Agilent Human 1 cDNA Microarray (G4100A) [layout C]","GPL5689","Public on Aug 25 2007","2007-07-31","2008-04-02","spotted DNA/cDNA","custom-commercial","Homo sapiens","Agilent Technologies","see the manufacturer website http://www.agilent.com",NA,NA,NA,"layout: portrait, barcode location: bottom, scan side: front. Gal file annotations.",NA,"Name: Pietro Mariani;	Institute: Mario Negri Institute;	Address: Via La Masa 19;	City: Milan;	Zip/postal_code: 20156;	Country: Italy",16281,NA,"hgug4100a"
4341,"Illumina human-6 v1.0 expression beadchip","GPL6097","Public on Dec 13 2007","2007-11-08","2013-01-18","oligonucleotide beads","commercial","Homo sapiens","Illumina Inc.","see manufacturer's website",NA,NA,NA,"The Human-6 Expression BeadChip contains six arrays on a single BeadChip, each with >46,000 probes derived from human genes in the National Center for Biotechnology Information (NCBI) Reference Sequence (RefSeq) and UniGene databases.;	;	Please use the GEO Data Submission Report Plug-in v1.0 for Gene Expression which may be downloaded from https://icom.illumina.com/icom/software.ilmn?id=234 to format the normalized and raw data.  These should be submitted as part of a GEOarchive.  Instructions for assembling a GEOarchive may be found at http://www.ncbi.nlm.nih.gov/projects/geo/info/spreadsheet.html.",NA,"Name:   Illumina Inc.;	Email: expression@illumina.com, techsupport@illumina.com;	Phone: 1 800 809 4566 ;	Institute: Illumina Inc.;	Address: 9885 Towne Centre Drive;	City: San Diego;	State: CA;	Zip/postal_code: 92121;	Country: USA;	Web_link: www.illumina.com",47296,"ftp://ftp.ncbi.nlm.nih.gov/geo/platforms/GPL6nnn/GPL6097/suppl/GPL6097_Illumina_Human-6_V1.csv.gz","illuminaHumanv1"
4346,"Illumina human-6 v2.0 expression beadchip","GPL6102","Public on Dec 13 2007","2007-11-08","2013-02-15","oligonucleotide beads","commercial","Homo sapiens","Illumina Inc.","see manufacturer's website",NA,NA,NA,"Researchers can generate whole genome expression profiles for multiple samples on a single BeadChip. Researchers can profile six or eight samples perBeadChip, with more than 48,000 transcript probes per sample using the Human-6 v2 beadchip.;	;	Please use the GEO Data Submission Report Plug-in v1.0 for Gene Expression which may be downloaded from https://icom.illumina.com/icom/software.ilmn?id=234 to format the normalized and raw data.  These should be submitted as part of a GEOarchive.  Instructions for assembling a GEOarchive may be found at http://www.ncbi.nlm.nih.gov/projects/geo/info/spreadsheet.html",NA,"Name:   Illumina Inc.;	Email: expression@illumina.com, techsupport@illumina.com;	Phone: 1 800 809 4566 ;	Institute: Illumina Inc.;	Address: 9885 Towne Centre Drive;	City: San Diego;	State: CA;	Zip/postal_code: 92121;	Country: USA;	Web_link: www.illumina.com",48702,"ftp://ftp.ncbi.nlm.nih.gov/geo/platforms/GPL6nnn/GPL6102/suppl/GPL6102_Illumina_HumanWG-6_V2_0_R1_11223189_A.bgx.gz","illuminaHumanv2"
4448,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]","GPL6244","Public on Dec 05 2007","2007-12-05","2013-06-05","in situ oligonucleotide","commercial","Homo sapiens","Affymetrix","See manufacturer's web site;	",NA,NA,NA,"Affymetrix submissions are typically submitted to GEO using the GEOarchive method described at http://www.ncbi.nlm.nih.gov/projects/geo/info/geo_affy.html;	;	June 03, 2009: annotation table updated with netaffx build 28;	June 18, 2012: annotation table updated with netaffx build 32","http://www.affymetrix.com/support/technical/byproduct.affx?product=hugene-1_0-st-v1;	http://www.affymetrix.com/support/technical/libraryfilesmain.affx","Name:   Affymetrix, Inc.;	Email: geo@ncbi.nlm.nih.gov, support@affymetrix.com;	Phone: 888-362-2447;	Institute: Affymetrix, Inc.;	Address:  ;	City: Santa Clara;	State: CA;	Zip/postal_code: 95051;	Country: USA;	Web_link: http://www.affymetrix.com/index.affx",33297,NA,"hugene10sttranscriptcluster"
