ID_REF,GSM674702,GSM674703,GSM674704,GSM674705,GSM674706,GSM674707,GSM674708,GSM674709,GSM674710,GSM674711
cg15729423,0.04163323,0.04499475,0.05233133,0.05822898,0.03221396,0.04753099,0.03644035,0.05457392,0.04048524,0.03551846
cg15729869,0.01547409,0.01814923,0.01779011,0.02928364,0.06174775,0.01739428,0.01744853,0.0119629,0.01509649,0.1435143
cg15731815,0.3210882,0.5446526,0.03242531,0.06485089,0.4092744,0.4439469,0.4087824,0.03367796,0.07843138,0.1089092
cg15733266,0.7003357,0.7299035,0.6849574,0.7221122,0.8113593,0.7841933,0.7798669,0.7456194,0.7762598,0.7937133
cg15733507,0.04065456,0.05043351,0.05566245,0.05426939,0.06150906,0.06176314,0.04343651,0.0805781,0.04168215,0.05506069
cg15736165,0.1867332,0.3204445,0.3421661,0.1373478,0.25744,0.246679,0.1125214,0.1588844,0.2870623,0.3099778
cg15736336,0.6193212,0.8269265,0.6239864,0.7613586,0.773755,0.7598106,0.834191,0.5914423,0.8438,0.8559937
cg15736338,0.08647595,0.08069509,0.134043,0.1330069,0.06881084,0.08896004,0.0750387,0.1001645,0.07254582,0.06230491
cg15737168,0.5670103,0.7204204,0.6239527,0.64788,0.7144013,0.6653747,0.7783784,0.5759615,0.7785825,0.7638391
cg15737319,0.4970783,0.0733901,0.05648437,0.09167652,0.05482497,0.5379227,0.05644187,0.04274781,0.04403833,0.0871711
cg15738916,0.04354535,0.2796391,0.04617292,0.06912377,0.04819754,0.0455089,0.05054459,0.04023285,0.03664311,0.06587412
cg15739437,0.4907563,0.5131296,0.4926017,0.5465207,0.4067003,0.6367277,0.608979,0.5187251,0.6129032,0.617493
cg15739581,0.4882781,0.6378871,0.540074,0.4335989,0.5999364,0.5763807,0.3336735,0.3274466,0.5107266,0.4305606
cg15739944,0.04658749,0.0395548,0.04726267,0.04173891,0.04370656,0.09479531,0.04560326,0.03031948,0.08505829,0.04727413
cg15740366,0.04655528,0.04179689,0.04761807,0.06267897,0.04390914,0.08505213,0.04417041,0.03975779,0.0470422,0.06857606
cg15740508,0.2675,0.3218427,0.478164,0.2919448,0.3472127,0.2777086,0.2879067,0.5530754,0.3128238,0.2732602
cg15741583,0.3404724,0.4061557,0.2231783,0.3479864,0.4704788,0.4604335,0.4377736,0.4100971,0.4354175,0.3802228
cg15741706,0.389048,0.7682797,0.1505051,0.7685087,0.6135733,0.8209296,0.698154,0.7960098,0.8292672,0.741708
cg15742700,0.642705,0.8085693,0.7008929,0.7263415,0.842699,0.7419825,0.7514509,0.477305,0.8278459,0.8037406
cg15743985,0.4651626,0.5991102,0.4835497,0.7135039,0.5489444,0.7553943,0.8224413,0.7768061,0.6730036,0.6298832
cg15746187,0.761045,0.4151641,0.8628823,0.7346177,0.5383723,0.8396226,0.5809633,0.8649812,0.2381623,0.6508207
cg15746445,0.2418525,0.2761157,0.1451146,0.4477936,0.3111966,0.4098639,0.3278215,0.293202,0.1707009,0.2643723
cg15746620,0.3207207,0.3198063,0.3327688,0.3255703,0.3349458,0.2969329,0.3619247,0.3231098,0.3889122,0.3512614
cg15746719,0.05879489,0.09268714,0.1157873,0.07535597,0.09083607,0.06911724,0.04897179,0.08140479,0.0460907,0.06725436
cg15747133,0.1144057,0.08454333,0.1369083,0.1672871,0.07679604,0.1098938,0.08263889,0.1435871,0.0650181,0.07511607
cg15747595,0.06,0.09610952,0.06634647,0.1284995,0.09804437,0.06632859,0.07299519,0.04915776,0.0599841,0.09369244
cg15747933,0.2928775,0.2131812,0.340263,0.2431173,0.162848,0.2699816,0.1813596,0.2587981,0.1512383,0.133687
cg15748507,0.1048011,0.1666434,0.08659487,0.1108425,0.1304198,0.1307285,0.1287376,0.1972298,0.1317881,0.1610588
cg15749322,0.02747645,0.02970408,0.03005408,0.03575864,0.03457222,0.03115305,0.03285062,0.01928905,0.03924168,0.06408016
cg15749748,0.04478765,0.07967006,0.08316603,0.08737589,0.1277283,0.05530985,0.09533545,0.03213801,0.07716327,0.04560935
cg15749858,0.4059663,0.5682063,0.3961003,0.4618204,0.4503481,0.452809,0.4540103,0.4587629,0.4797645,0.6606587
cg15750102,0.03726318,0.04399295,0.07062402,0.05086641,0.03201281,0.05638048,0.04067728,0.03418595,0.03807456,0.04041283
cg15750705,0.6546304,0.7259616,0.6781284,0.8526497,0.7685198,0.8350627,0.760592,0.6328744,0.8145695,0.7283427
cg15751406,0.7905629,0.8757563,0.8346745,0.7863412,0.8963917,0.8064578,0.8671801,0.8140028,0.8998721,0.9201885
cg15752043,0.1505013,0.05674529,0.04073876,0.04503256,0.05563262,0.04089601,0.2578774,0.1662482,0.03567344,0.05684854
cg15753381,0.1471042,0.08763107,0.193038,0.14697,0.07062601,0.1062246,0.07892274,0.1995909,0.07448004,0.05447255
cg15753757,0.04066759,0.05814021,0.05511256,0.04756702,0.03601462,0.04555999,0.04962704,0.03391337,0.04317259,0.0512913
cg15754084,0.08456525,0.08216989,0.07021517,0.09256142,0.07068132,0.4644544,0.07567313,0.09136075,0.1419094,0.07383905
cg15754109,0.08048013,0.05745212,0.07426509,0.09868796,0.04527979,0.07058824,0.06155768,0.1899307,0.05022131,0.04304205
cg15755084,0.0273503,0.0399261,0.03711207,0.03633291,0.04170373,0.04156528,0.03430103,0.0487688,0.03404052,0.05463332
cg15755406,0.04497177,0.04119362,0.0574488,0.05808251,0.04244365,0.04044317,0.03802216,0.06450627,0.04450197,0.0313056
cg15755548,0.05025918,0.05847987,0.07429138,0.06308859,0.05950507,0.05913746,0.06072604,0.07345528,0.05578912,0.05792927
cg15756091,0.2679193,0.4142701,0.2888477,0.4411261,0.4567463,0.5625475,0.3671321,0.4047981,-3.40E+38,0.3661972
cg15757271,0.02320368,0.02536427,0.02616662,0.0263217,0.03265048,0.03234646,0.02847632,0.03333782,0.02852669,0.03131467
cg15758700,0.3922581,0.5162516,0.4564047,0.4324645,0.515949,0.4008322,0.5284492,0.4024927,0.5343082,0.5711909
cg15759055,0.0420615,0.05178937,0.05365115,0.04598857,0.04244302,0.04172599,0.04998898,0.04155413,0.04317399,0.05535503
cg15759873,0.6366802,0.7066904,0.6353791,0.6125442,0.7167157,0.5693479,0.710231,0.5657051,0.5336421,0.5706227
cg15760840,0.06825884,0.07411607,0.04935721,0.04361534,0.06202957,0.05073721,0.04384686,0.02654037,0.05364129,0.05128103
cg15760943,0.3496107,0.2140773,0.3293413,0.2679128,0.1830135,0.2818826,0.2447109,0.3667335,0.1807538,0.1512386
cg15761233,0.5539795,0.7013986,0.7012256,0.7172959,0.7689227,0.6201867,0.736244,0.6764571,0.682353,0.8171143
cg15761405,0.3797942,0.3594378,0.3406085,0.422813,0.2993827,0.3478513,0.2736529,0.3167907,0.3480687,0.2245287
cg15764655,0.7705927,0.8390722,0.7226891,0.7526101,0.8518033,0.8033546,0.8453333,0.8297986,0.8389738,0.8580585
cg15765212,0.04694457,0.0606517,0.05691502,0.05856854,0.06084847,0.05630174,0.05747703,0.04606909,0.1013971,0.06418334
cg15765532,0.06516504,0.04171495,0.06303753,0.06325023,0.04345607,0.06251784,0.05361385,0.05734698,0.04167824,0.04764987
cg15765694,0.345989,0.4045696,0.3440257,0.5460123,0.3884091,0.36012,0.508609,0.2741348,0.5214025,0.5779154
cg15765896,0.03529963,0.04575085,0.06142225,0.05420827,0.0494382,0.0543648,0.04504916,0.05169788,0.04459994,0.06159254
cg15767406,0.06113488,0.04681637,0.04951411,0.06018483,0.03605826,0.05897502,0.03502879,0.06816976,0.03231088,0.03127215
cg15768203,0.1315698,0.164563,0.3895421,0.1873084,0.08977556,0.1561485,0.08724833,0.2156934,0.07986309,0.08017439
cg15768270,0.03299394,0.03060906,0.03073748,0.03391283,0.03669241,0.04874936,0.03660149,0.04244403,0.0385669,0.03355585
cg15769409,0.08353286,0.06979484,0.07391343,0.0565982,0.0662805,0.05594276,0.06105698,0.04160867,0.06615806,0.06010151
cg15770654,0.9094987,0.9191574,0.9000243,0.9071684,0.9115786,0.9249957,0.9209582,0.9413137,0.9206562,0.9080887
cg15772361,0.6887967,0.8970413,0.8618672,0.870998,0.8362696,0.9051775,0.8573618,0.8190141,0.918741,0.903659
cg15772393,0.02973306,0.02941767,0.02846279,0.03122878,0.03657811,0.02840417,0.03025265,0.01769508,0.02634721,0.04134639
cg15774133,0.1204696,0.09476914,0.1175905,0.1165186,0.09420751,0.1360182,0.07861876,0.1021846,0.0855915,0.1082929
cg15774153,0.02065525,0.04258585,0.02830901,0.1047002,0.0435023,0.04315036,0.02998644,0.02876034,0.04069785,0.04404145
cg15774283,0.03769731,0.03601891,0.05291568,0.03902103,0.03319872,0.0389392,0.03795251,0.04431585,0.03164646,0.03094829
cg15774495,0.04589921,0.04153809,0.06688946,0.03271221,0.04141734,0.04016878,0.03558677,0.01874486,0.03170658,0.03623528
cg15775914,0.5864046,0.6421374,0.6309841,0.5598688,0.6959686,0.6632997,0.6338519,0.6083086,0.5919232,0.7040245
cg15776355,0.1187406,0.1453287,0.11022,0.1143847,0.1829147,0.1080053,0.3524962,0.1453301,0.08103545,0.06461153
cg15777570,0.6486165,0.7962875,0.8089923,0.7877446,0.8037761,0.8183448,0.8543933,0.84137,0.8520334,0.8233897
cg15777781,0.7714964,0.8142325,0.545092,0.4016961,0.8392735,0.7436922,0.5981888,0.8475887,0.6128554,0.73138
cg15778232,0.4373444,0.4264706,0.5064456,0.512574,0.5525876,0.558448,0.6307244,0.329718,0.5198183,0.5970817
cg15778350,0.0284457,0.03529494,0.0327108,0.03453248,0.03837127,0.02928901,0.03015693,0.02442328,0.03080115,0.06314688
cg15779381,0.2617528,0.155496,0.2879012,0.286534,0.08828793,0.231454,0.1155143,0.2438258,0.1287149,0.08406433
cg15779716,0.915979,0.9252705,0.9404804,0.5500281,0.8661473,0.8767541,0.5819329,0.9108293,0.8982015,0.4297485
cg15780361,0.09470544,0.158836,0.5480443,0.1495569,0.1208875,0.07461662,0.2518829,0.0915537,0.1373769,0.09134615
cg15780578,0.05586572,0.06340529,0.06262787,0.05716807,0.06034951,0.06285968,0.07106177,0.03938195,0.05867907,0.06711224
cg15780888,0.1137596,0.1008078,0.1397883,0.1124045,0.1007941,0.1176742,0.1013631,0.2737883,0.08444133,0.0985056
cg15781316,0.03389831,0.06274059,0.05548678,0.05768581,0.03549328,0.03888102,0.04829971,0.05217064,0.03806189,0.05670905
cg15781625,0.06598903,0.07466819,0.0848558,0.06647829,0.04794449,0.07729118,0.0642936,0.08002056,0.05430086,0.06339417
cg15781794,0.05053209,0.07611717,0.0578244,0.0753973,0.09073836,0.06948337,0.08665178,0.05032729,0.08184995,0.1094924
cg15781838,0.8547612,0.8722674,0.7797974,0.8350433,0.8752104,0.8233859,0.8713405,0.8021137,0.8689437,0.8865603
cg15782391,0.6216426,0.7753524,0.8030763,0.701253,0.733796,0.7349094,0.8316281,0.7271969,0.5680531,0.7519097
cg15783027,0.04341521,0.07453491,0.03015553,0.03043246,0.04002987,0.03099724,0.04620672,0.03590108,0.03761088,0.04170336
cg15783800,0.6450809,0.5386251,0.06842724,0.2742077,0.5602463,0.8830672,0.7199559,0.1268852,0.6525373,0.6677576
cg15784332,0.03080745,0.5043553,0.08463701,0.1745717,0.5986037,0.0395749,0.05448653,0.02676807,0.0665874,0.04898917
cg15784615,0.03360659,0.2994337,0.0796762,0.1613516,0.08992919,0.05762386,0.3493992,0.7436157,0.2569265,0.1289588
cg15785580,0.02524965,0.04063496,0.02952153,0.01781437,0.03103295,0.0438634,0.02595296,0.01889389,0.02321016,0.02821386
cg15785720,0.03375169,0.03702758,0.03655556,0.03276755,0.04081983,0.03844428,0.02967527,0.03070726,0.03452423,0.04281219
cg15786541,0.02803126,0.03671114,0.03698225,0.04947693,0.04224831,0.03772542,0.03806124,0.03333517,0.03204361,0.04466483
cg15786837,0.03206974,0.03938124,0.04027862,0.04039117,0.08516917,0.03181835,0.05819881,0.0309594,0.03539965,0.0462128
cg15786879,0.04912503,0.06074802,0.05120296,0.05734911,0.05278185,0.05556045,0.04331397,0.05066187,0.04236381,0.04737315
cg15787039,0.3609295,0.1350897,0.2737857,0.1367127,0.1329256,0.070136,0.1319426,0.1197825,0.1428918,0.1447539
cg15789095,0.2694086,0.6624722,0.8349941,0.3807527,0.2618164,0.6755604,0.6107492,0.4418786,0.6247168,0.4715975
cg15790852,0.0477649,0.06561922,0.06225549,0.06631178,0.0452175,0.0611805,0.05922678,0.041106,0.04406057,0.05182563
cg15791248,0.09820401,0.176864,0.8133385,0.6610879,0.2811043,0.5162598,0.4606671,0.5198014,0.5355759,0.5464603
cg15792367,0.2798243,0.2879776,0.2483946,0.3248911,0.3520572,0.393932,0.4244426,0.3577769,0.4418382,0.4568147
cg15792688,0.05825472,0.07887007,0.07410072,0.07144912,0.06636617,0.05882353,0.06044656,0.0629046,0.05118272,0.06586296
cg15796682,0.03953296,0.03876708,0.1055071,0.05840506,0.05060516,0.0511728,0.1188316,0.05237621,0.04305657,0.08376148
cg15796819,0.1215153,0.3262171,0.3471805,0.2922705,0.2118596,0.2384722,0.423517,0.2630118,0.1519226,0.3192315
cg15796941,0.06696469,0.08161857,0.05647454,0.07172801,0.1109538,0.07708295,0.06918652,0.06676957,0.07026438,0.07768346
cg15796978,0.05477446,0.0558918,0.06265543,0.08566078,0.03225207,0.0391168,0.03617483,0.06735571,0.07417896,0.05931874
cg15797414,0.1615492,0.119836,0.1697756,0.2082681,0.09047775,0.1240481,0.100552,0.2184765,0.1050111,0.08840922
cg15798153,0.234375,0.1841343,0.4233659,0.3709328,0.1953606,0.4662906,0.1876933,0.3682766,0.1820064,0.1629483
cg15798455,0.03177244,0.03809363,0.0474303,0.06797121,0.05557517,0.02739774,0.08595249,0.02427695,0.02829648,0.0395215
cg15798530,0.6334311,0.6746107,0.5625442,0.61625,0.7816945,0.6394724,0.7873513,0.6089219,0.7562937,0.8095652
cg15799267,0.1071365,0.3353982,0.09090416,0.3296825,0.2115051,0.08345624,0.3047251,0.4971886,0.4975101,0.4031174
cg15799959,0.03130609,0.02324547,0.03663484,0.02574539,0.03363243,0.02961782,0.03427961,0.02581716,0.02803709,0.03116292
cg15800421,0.09119347,0.08278873,0.06695245,0.09350353,0.09345572,0.07310532,0.07835488,0.05382707,0.1008346,0.07314879
cg15801967,0.03878897,0.05248721,0.05276955,0.03897314,0.03472836,0.04602668,0.04106706,0.03822709,0.0352249,0.05011267
cg15802192,0.01739887,0.03096982,0.01813442,0.02288803,0.02411134,0.02116465,0.02157507,0.01701203,0.02203558,0.02684215
cg15802323,0.09053188,0.2760534,0.1016673,0.07436188,0.1058054,0.1321119,0.1191696,0.04785489,0.1864469,0.135685
cg15802898,0.04749039,0.05559504,0.05558722,0.06033376,0.04606541,0.0531592,0.05240386,0.04119109,0.05533963,0.07031151
cg15804118,0.04740406,0.05911523,0.07050331,0.06377845,0.04190732,0.05902934,0.050263,0.06626366,0.03736104,0.04652454
cg15804973,0.1750755,0.1921958,0.2857143,0.2113543,0.1592246,0.1778846,0.1846824,0.3349972,0.1760973,0.1367978
cg15806518,0.1388395,0.06220047,0.1240996,0.1584805,0.06472281,0.1029881,0.07909216,0.1214953,0.07332834,0.05491428
cg15808558,0.03796639,0.05645685,0.03787432,0.05436717,0.04336893,0.05676333,0.04631812,0.03658216,0.0378948,0.06902917
cg15809230,0.02821639,0.04043794,0.04121544,0.03448276,0.0259149,0.0382706,0.02923131,0.03784438,0.03307205,0.02918834
cg15810326,0.07894109,0.09655013,0.1221425,0.1488029,0.07189464,0.1067025,0.07933448,0.1188434,0.06569665,0.07138199
cg15810744,0.03578971,0.04005361,0.03899543,0.04717129,0.03878257,0.04094133,0.04837947,0.04648962,0.04046492,0.04666714
cg15811235,0.05176996,0.05570982,0.0686938,0.06811582,0.03634519,0.04382839,0.03365283,0.08153317,0.03776064,0.03504399
cg15811427,0.3385128,0.3162434,0.5104845,0.5641026,0.3647743,0.4228232,0.3405797,0.4115268,0.4400944,0.4360149
cg15812071,-3.40E+38,0.645887,0.6586902,0.6941111,0.6977986,0.7538941,0.5788729,0.6369193,0.7788922,0.722145
cg15812873,0.05129886,0.05146233,0.04329944,0.07609126,0.0436705,0.06782216,0.05510441,0.07157534,0.04078459,0.06894829
cg15812957,0.3560138,0.6446223,0.09728419,0.182639,0.697429,0.6925275,0.348281,0.7458066,0.2314686,0.6559824
cg15814508,0.5531514,0.628764,0.5084373,0.5426523,0.6759452,0.6014151,0.6906152,0.5155779,0.6666667,0.7185799
cg15815016,0.0305222,0.05293587,0.05586592,0.05147808,0.04995618,0.05803268,0.05120567,0.03832722,0.04206078,0.05564878
cg15815843,0.6357545,0.601059,0.7755457,0.7802059,0.4233412,0.893049,0.7342094,0.8002275,0.8123889,0.8243616
cg15816080,0.02054114,0.02338042,0.0223453,0.02531314,0.02408065,0.01704773,0.02634549,0.02555076,0.03116359,0.02563378
cg15817236,0.02518535,0.1337671,0.04381555,0.04714866,0.03809927,0.04691305,0.03623777,0.03313371,0.033953,0.04477372
cg15818800,0.01712835,0.02680034,0.02174056,0.02339428,0.02337996,0.02377524,0.03910244,0.02879036,0.01686494,0.02233869
cg15819171,0.04801358,0.0499564,0.05220884,0.06646763,0.04642461,0.04152778,0.05255173,0.0725655,0.05348274,0.05309564
cg15819333,0.3621795,0.4952199,0.5818067,0.3744575,0.386672,0.2445521,0.3100124,0.3092054,0.3459854,0.284243
cg15819853,0.02607443,0.03148071,0.03926793,0.04279424,0.04041384,0.04416866,0.03972042,0.03639928,0.03727553,0.04217599
cg15820189,0.06456432,0.0652769,0.109437,0.08044574,0.05523752,0.06374893,0.04780153,0.1033567,0.04706973,0.04621774
cg15820809,0.05213533,0.07289535,0.06035476,0.06097656,0.08337166,0.07708561,0.04858188,0.05558821,0.0583007,0.07000739
cg15820955,0.9035261,0.8447171,0.9303833,0.8252364,0.68881,0.9269959,0.7587004,0.5579979,0.9480513,0.8400529
cg15821095,0.9114507,0.7653036,0.9026983,0.8716184,0.7991561,0.9471299,0.7960213,0.8447843,0.6765972,0.9081626
cg15822346,0.08731265,0.2157239,0.08264146,0.1045228,0.1049077,0.3702982,0.07769193,0.05636773,0.1105851,0.1083184
cg15822411,0.8886324,0.8472232,0.8515344,0.8318734,0.8429746,0.8855124,0.8607529,0.8834408,0.8654326,0.8663437
cg15823100,0.9172799,0.8776963,0.5787703,0.7577386,0.666514,0.5328832,0.5986647,0.9039342,0.4438307,0.7033253
cg15824056,0.3355736,0.4803816,0.1926564,0.4410904,0.5053712,0.3566214,0.2563342,0.3585563,0.4970014,0.3941553
cg15824080,0.0729927,0.0534276,0.0730176,0.08432371,0.05241472,0.06349041,0.06431916,0.1003286,0.06197624,0.06000711
cg15824705,0.02911954,0.04880029,0.03764401,0.03646708,0.04222401,0.03577504,0.03389113,0.03409974,0.03130789,0.04181481
cg15824968,0.03487027,0.0405892,0.03403877,0.05828546,0.04071014,0.05984873,0.03541267,0.04070171,0.04446125,0.04328455
cg15827031,0.1120171,0.04897351,0.03431601,0.02596958,0.03655383,0.04880586,0.1450797,0.0299879,0.03078941,0.06693267
cg15827295,0.03382601,0.03648292,0.05254252,0.05428272,0.04436003,0.04150198,0.04608645,0.04747444,0.03689879,0.03837973
cg15830940,0.2025406,0.2807309,0.2568536,0.2848162,0.2502352,0.255597,0.2056283,0.2912514,0.1990102,0.1809083
cg15831452,0.02487902,0.03078627,0.0322642,0.03612382,0.0346901,0.02706411,0.02842783,0.03208066,0.02637162,0.03745293
cg15831515,0.5412281,0.7138965,0.5965909,0.5461742,0.7362818,0.6041896,0.7248114,0.4174672,0.746715,0.8033932
cg15832292,0.05558554,0.05868848,0.08291417,0.08253589,0.05094412,0.05280743,0.05070184,0.05015002,0.04006732,0.04891744
cg15832436,0.1106138,0.07690197,0.1069749,0.126376,0.0658062,0.07724773,0.06216353,0.09070226,0.08351611,0.0715217
cg15834294,0.03199969,0.03338732,0.04132285,0.04392303,0.0385867,0.03838652,0.04384888,0.02843174,0.03494931,0.04609023
cg15835232,0.04949623,0.05243982,0.05690424,0.04912689,0.04819054,0.04307339,0.05020125,0.03936967,0.04430012,0.04446799
cg15835825,0.03136082,0.03677897,0.03450675,0.04063063,0.02599575,0.03807773,0.02938732,0.05026817,0.02737946,0.04020536
cg15836394,0.04394089,0.05074264,0.04677132,0.04106661,0.04728881,0.04682563,0.05133116,0.03788748,0.04088953,0.04773761
cg15836660,0.03812413,0.0529462,0.03988382,0.04122272,0.04082865,0.0926777,0.0363269,0.03480946,0.04108185,0.04299695
cg15836722,0.5468245,0.6364865,0.6370075,0.5815066,0.6864613,0.71,0.733548,0.5734694,0.7870938,0.7487348
cg15837252,0.1557505,0.09854015,0.1498918,0.1878605,0.147663,0.1919654,0.1252415,0.1485891,0.2678822,0.1164085
cg15839448,0.02729158,0.07952583,0.03247512,0.05855664,0.0401169,0.03275821,0.03251899,0.03236119,0.03357958,0.04518894
cg15840658,0.02992168,0.04491248,0.03806159,0.03426196,0.06219588,0.04600556,0.03726592,0.03092122,0.03983004,0.0476857
cg15840985,0.6621004,0.6557335,0.6551579,0.6292287,0.763856,0.6484053,0.6501775,0.459168,0.8013517,0.7082059
cg15841415,0.2080537,0.1406625,0.2598566,0.1463935,0.1176212,0.2246197,0.129157,0.2477396,0.1286969,0.1082119
cg15842276,0.06897955,0.3157862,0.2540067,0.5058873,0.4230707,0.1719311,0.1862777,0.1748059,0.1891815,0.2377211
cg15842400,0.01948264,0.02605191,0.03946837,0.02175863,0.03011093,0.02422448,0.02894718,0.01507165,0.01957026,0.03435123
cg15842430,0.3195074,0.3533835,0.3349586,0.479024,0.3854712,0.4200553,0.4209889,0.502507,0.3824948,0.3454503
cg15842483,0.0864328,0.1140174,0.1567325,0.1218284,0.08620008,0.08063632,0.1784327,0.1283101,0.09469746,0.08616761
cg15842884,0.06045854,0.06048506,0.02912134,0.04424573,0.1142186,0.036594,0.1487093,0.03446817,0.1151878,0.05604428
cg15843217,0.2557339,0.2507028,0.352416,0.3222101,0.2228701,0.2295815,0.2114973,0.2848315,0.194847,0.1682913
cg15843823,0.07780269,0.2886371,0.06198218,0.0767215,0.110142,0.07881891,0.0599024,0.04546773,0.3085808,0.05221751
cg15844609,0.05737941,0.07376254,0.06516595,0.06187982,0.07218095,0.06435505,0.06116097,0.05282035,0.06793547,0.06805451
cg15846641,0.04290342,0.04169477,0.03412152,0.0500601,0.0453579,0.03991904,0.09182002,0.03663571,0.02354273,0.04831371
cg15846718,0.2023499,0.112426,0.2525252,0.194501,0.1129522,0.1966355,0.1368729,0.2461431,0.1419725,0.08658993
cg15847988,0.6357914,0.7415866,0.5284489,0.5150794,0.7560484,0.6194927,0.722501,0.4834495,0.5283898,0.8178752
cg15851800,0.02330312,0.02898792,0.02927391,0.03494,0.02670713,0.02486148,0.02241594,0.02126618,0.03523355,0.03221979
cg15852879,0.02949998,0.03167535,0.03361814,0.03058473,0.03648678,0.02930486,0.03142909,0.02601478,0.02888682,0.03479992
cg15852891,0.02962634,0.03933666,0.03436923,0.04213062,0.03924681,0.04370296,0.03243216,0.03197727,0.0334538,0.04674103
cg15853125,0.3615385,0.08025823,0.1138488,0.09214391,0.1334995,0.4504016,0.065662,0.06523468,0.1544103,0.08633094
cg15853374,0.03985343,0.05055566,0.03628903,0.03887523,0.04573775,0.04203341,0.04541127,0.04328622,0.0394045,0.04694714
cg15854296,0.08420672,0.07129599,0.09194735,0.111819,0.05866008,0.08538473,0.07248981,0.122029,0.05766217,0.07300722
cg15856055,0.2808688,0.7823229,0.6720562,0.723472,0.8432614,0.6301017,0.7641015,0.8840214,0.7614263,0.8675646
cg15857475,0.01754801,0.02672189,0.02607571,0.02358119,0.0272339,0.02170547,0.02673114,0.02796648,0.02212499,0.02175526
cg15860839,0.1444078,0.1018024,0.1337406,0.162838,0.1040204,0.1276748,0.1144794,0.1204361,0.132876,0.09033984
cg15861540,0.03367093,0.06859363,0.02560241,0.02696321,0.04145549,0.4767899,0.1295324,0.03173264,0.1198236,0.1318823
cg15862544,0.7205648,0.778798,0.7291648,0.8063937,0.781213,0.8045379,0.7895939,0.8336172,0.8039576,0.7668159
cg15863254,0.05085721,0.06975525,0.07051722,0.06237628,0.116832,0.06729915,0.06416009,0.05821604,0.07154042,0.06550135
cg15864184,0.1261792,0.1252214,0.1503015,0.1288464,0.1108535,0.1096925,0.1169956,0.09109035,0.1055276,0.1062997
cg15865742,0.3642998,0.2137001,0.3853739,0.3769083,0.2098991,0.3597416,0.271264,0.3190661,0.2835526,0.1603321
cg15868151,0.0249175,0.03719743,0.03338391,0.03597983,0.04550347,0.1413846,0.03390997,0.1981191,0.05504161,0.05611199
cg15868302,0.1061037,0.1649702,0.1336875,0.06999348,0.1749654,0.08103358,0.09891296,0.1269179,0.09325856,0.1162798
cg15869022,0.8119926,0.5410628,0.4549299,0.7942308,0.65917,0.4862317,0.5922614,0.7382865,0.5990215,0.8018745
cg15869642,0.4756522,0.6576498,0.4357272,0.5712371,0.6848373,0.6300831,0.7503001,0.5953353,0.7686676,0.7575883
cg15870225,0.8314708,0.8764396,0.7914273,0.8332564,0.8661417,0.793941,0.875827,0.8367066,0.8817044,0.8639606
cg15872103,0.03349434,0.05517612,0.05291785,0.09092575,0.05241086,0.03514756,0.04191933,0.03532968,0.06108529,0.05556913
cg15873301,0.02477828,0.05809014,0.1461886,0.04677364,0.04942768,0.05277592,0.2319144,0.05254635,0.05820041,0.06222707
cg15873633,0.1608769,0.1267687,0.1423513,0.156868,0.1006918,0.118745,0.1160714,0.1634027,0.0979185,0.09977721
cg15873715,0.08146992,0.04463328,0.07433006,0.09363296,0.06039721,0.05558631,0.04809349,0.1048444,0.05652059,0.04593016
cg15875120,0.0337555,0.04868782,0.05184274,0.05560142,0.04765375,0.03947795,0.06164943,0.03926637,0.04402047,0.0445956
cg15875314,0.3198502,0.3331152,0.4180638,0.446066,0.369201,0.4920405,0.3615873,0.2216533,0.2817035,0.3100636
cg15876417,0.3619048,0.2829798,0.407767,0.4680187,0.2913265,0.3902616,0.262141,0.4458988,0.2636256,0.2332671
cg15877314,0.0338493,0.04346641,0.0447661,0.04748007,0.05340454,0.04291719,0.03175201,0.04462315,0.03829623,0.04275028
cg15878317,0.05192067,0.1047736,0.2870811,0.08046285,0.0851483,0.06308644,0.09082201,0.3578899,0.07173881,0.08642337
cg15879316,0.09835041,0.08312187,0.08933759,0.07909165,0.07786433,0.09220347,0.06820752,0.06048074,0.0852924,0.06911151
cg15880738,0.5468407,0.6454685,0.7329404,0.6556013,0.570848,0.8189223,0.4938929,0.8563363,0.4508407,0.5475687
cg15881088,0.03886045,0.0555624,0.04483673,0.04882591,0.05113219,0.05186015,0.04737323,0.03554329,0.04913026,0.05788369
cg15881727,0.06783201,0.07123423,0.07712311,0.07358,0.06199523,0.07587548,0.05787764,0.0552506,0.0552706,0.06205359
cg15882999,0.02569421,0.03295914,0.03578428,0.03232104,0.02903042,0.03689275,0.03658055,0.02938539,0.02863208,0.03774093
cg15883716,0.09568518,0.08371873,0.08820882,0.08276609,0.07280533,0.08226837,0.06813084,0.1006963,0.06591968,0.09236372
cg15883761,0.02186342,0.02609983,0.1067915,0.02220194,0.02719082,0.0200702,0.02428156,0.01312749,0.0326631,0.02107771
cg15884411,0.02414092,0.02917779,0.02551035,0.02414834,0.0318956,0.02692829,0.02813393,0.01832013,0.02546887,0.0260827
cg15885734,0.8184938,0.8771636,0.8361573,0.8767638,0.8909122,0.7801418,0.8637884,0.8274485,0.8433526,0.8917858
cg15887846,0.3900538,0.3499416,0.8535524,0.4572692,0.3999001,0.4795032,0.5039469,0.4406292,0.6024981,0.3713409
